RESPNUM,CCGID,RUN,INTDATE,GATE,STRATA,PEAK,METHOD,AIRLINE,FLIGHT,DEST,DESTGEO,DESTMARK,ARRTIME,DEPTIME,Q2PURP1,Q2PURP2,Q2PURP3,Q2PURP4,Q2PURP5,Q2PURP6,Q3GETTO1,Q3GETTO2,Q3GETTO3,Q3GETTO4,Q3GETTO5,Q3GETTO6,Q3PARK,Q4BAGS,Q4BUY,Q4FOOD,Q4WIFI,Q5FLYPERYR,Q6TENURE,SAQ,Q7A_ART,Q7B_FOOD,Q7C_SHOPS,Q7D_SIGNS,Q7E_WALK,Q7F_SCREENS,Q7G_INFOARR,Q7H_INFODEP,Q7I_WIFI,Q7J_ROAD,Q7K_PARK,Q7L_AIRTRAIN,Q7M_LTPARK,Q7N_RENTAL,Q7O_WHOLE,Q8COM1,Q8COM2,Q8COM3,Q9A_CLNBOARD,Q9B_CLNAIRTRAIN,Q9C_CLNRENT,Q9D_CLNFOOD,Q9E_CLNBATH,Q9F_CLNWHOLE,Q9COM1,Q9COM2,Q9COM3,Q10SAFE,Q10COM1,Q10COM2,Q10COM3,Q11A_USEWEB,Q11B_USESFOAPP,Q11C_USEOTHAPP,Q11D_USESOCMED,Q11E_USEWIFI,Q12COM1,Q12COM2,Q12COM3,Q13_WHEREDEPART,Q13_RATEGETTO,Q14A_FIND,Q14B_SECURITY,Q15_PROBLEMS,Q15COM1,Q15COM2,Q15COM3,Q16_REGION,Q17_CITY,Q17_ZIP,Q17_COUNTRY,HOME,Q18_AGE,Q19_SEX,Q20_INCOME,Q21_HIFLYER,Q22A_USESJC,Q22B_USEOAK,LANG,WEIGHT
973,"1,625","2,103",11,68,2,1,1,33,492,92,3,2,10:05 AM,12:25 PM,3,8,,,,,2,10,,,,,,2,2,2,1,3,2,1,4,4,4,4,3,4,6,6,2,4,6,4,6,6,4,204,,,4,4,6,4,3,4,,,,5,1,,,2,2,1,2,1,,,,5,4,4,4,2,,,,1,SAN FRANCISCO,"94,103",US,1,4,2,4,2,2,2,1,1.8708309999999999
974,"1,626","2,103",11,68,2,1,1,33,492,92,3,2,9:10 AM,12:25 PM,2,8,,,,,8,10,,,,,,2,1,1,2,1,1,1,6,5,4,4,4,4,6,6,6,4,6,4,6,5,4,,,,4,4,4,6,4,4,,,,5,24,,,2,2,2,2,2,,,,6,4,5,4,2,,,,3,CLARKSVILLE,"37,040",US,11,6,2,1,2,2,2,1,1.8708309999999999
975,"1,627","2,103",11,68,2,1,1,33,492,92,3,2,10:45 AM,12:25 PM,3,8,,,,,3,10,,,,,,2,2,2,2,1,1,1,6,6,6,4,4,3,6,6,6,6,6,6,6,6,3,,,,4,6,6,6,4,4,,,,5,22,,,2,2,2,2,2,,,,11,0,3,6,2,,,,3,PALM SPRINGS,"92,264",US,10,5,1,1,2,2,2,1,1.8708309999999999
976,"1,628","2,103",11,68,2,1,1,33,492,92,3,2,10:30 AM,12:25 PM,1,8,,,,,8,10,,,,,,1,1,2,1,3,4,2,0,2,2,4,1,4,6,6,0,4,6,3,6,4,2,,,,3,3,6,6,3,3,,,,5,,,,2,2,2,2,1,,,,7,0,3,5,1,18,,,3,ST LOUIS,"63,119",US,11,4,1,4,1,2,2,1,1.8708309999999999
977,"1,629","2,103",11,68,2,1,1,33,492,92,3,2,11:00 AM,12:25 PM,3,8,,,,,2,10,,,,,,1,1,2,2,1,1,2,6,4,3,4,3,3,6,6,6,4,6,6,6,6,4,172,,,5,6,6,6,4,4,,,,4,2,1,,2,2,2,2,3,,,,6,3,5,5,1,5,,,3,ST LOUIS,"63,116",US,11,3,2,2,2,2,2,1,1.8708309999999999
978,"1,630","2,103",11,68,2,1,1,33,492,92,3,2,9:30 AM,12:25 PM,2,8,,,,,3,10,,,,,,0,0,1,1,3,4,2,6,4,4,4,4,0,6,6,0,6,6,5,6,5,5,903,,,4,4,4,4,2,3,,,,5,,,,2,2,2,2,2,,,,11,4,5,3,2,,,,3,EDWARDSVILLE,"62,025",US,11,7,1,0,3,2,2,1,1.8708309999999999
979,"1,631","2,103",11,68,2,1,1,33,492,92,3,2,9:00 AM,12:25 PM,3,8,,,,,2,10,,,,,,1,2,2,2,1,1,2,6,6,0,4,6,4,5,4,6,4,6,6,6,6,4,,,,4,6,6,6,5,4,,,,3,,,,2,2,2,2,2,,,,10,4,4,3,2,,,,2,STOCKTON,"95,206",US,10,5,2,2,2,2,2,1,1.8708309999999999
980,"1,632","2,103",11,68,2,1,1,33,492,92,3,2,N,12:25 PM,6,8,,,,,3,10,,,,,,1,2,2,2,1,4,2,6,6,6,6,6,3,6,6,6,6,6,6,6,6,3,,,,4,6,6,6,3,4,,,,4,,,,2,2,2,2,2,,,,11,3,4,3,2,,,,3,KENNETH,"63,857",US,11,7,1,3,2,2,2,1,1.8708309999999999
981,"1,633","2,103",11,68,2,1,1,33,492,92,3,2,9:00 AM,12:25 PM,2,8,,,,,7,10,,,,,,2,2,1,1,1,1,2,3,3,3,4,3,4,6,6,5,5,6,6,6,6,4,,,,5,6,6,5,5,5,,,,4,5,,,2,2,2,1,1,4,13,,5,5,4,5,1,24,,,3,ST LOUIS,"63,113",US,11,3,2,3,2,2,2,1,1.8708309999999999
982,"1,634","2,103",11,68,2,1,1,33,492,92,3,2,8:10 AM,12:25 PM,1,8,,,,,3,10,,,,,2,1,1,2,1,1,1,2,3,4,4,3,5,5,4,4,5,6,6,6,6,6,4,,,,5,6,6,5,5,5,,,,5,,,,2,2,2,2,1,,,,11,4,4,4,2,,,,3,SHANGHAI,,CHINA,16,3,1,0,2,2,2,1,1.8708309999999999
983,"1,635","2,103",11,68,2,1,1,33,492,92,3,2,9:45 AM,12:25 PM,3,8,,,,,2,10,,,,,,2,2,1,1,1,3,2,5,5,5,5,5,5,5,5,1,5,5,6,6,6,3,70,,,5,5,5,5,5,5,,,,5,,,,2,2,2,2,2,,,,1,5,5,5,1,24,,,1,HAYWARD,"94,544",US,3,3,2,2,2,1,1,1,1.8708309999999999
984,"1,636","2,103",11,68,2,1,1,33,492,92,3,2,10:30 AM,12:25 PM,3,8,,,,,1,10,,,,,0,2,2,1,2,4,4,2,5,5,5,5,3,5,6,6,6,5,5,6,6,6,5,263,,,5,6,6,5,5,4,,,,4,6,,,2,2,2,2,2,,,,5,5,5,5,2,,,,1,SAN FRANCISCO,"94,121",US,1,7,1,4,2,2,2,1,1.8708309999999999
985,"1,637","2,103",11,68,2,1,1,33,492,92,3,2,10:55 AM,12:25 PM,1,8,,,,,3,10,,,,,,2,2,1,2,1,2,2,4,4,5,5,4,4,4,4,5,5,4,4,4,5,5,,,,5,5,5,5,5,5,,,,5,24,,,1,2,2,2,1,,,,11,4,5,5,2,,,,3,EUGENE,"97,401",US,10,4,2,2,2,2,2,1,1.8708309999999999
986,"1,638","2,103",11,68,2,1,1,33,492,92,3,2,9:30 AM,12:25 PM,1,8,,,,,3,10,,,,,,1,0,1,1,1,1,2,6,3,6,6,4,5,5,6,4,6,6,6,6,6,4,911,,,4,6,6,4,4,4,89,,,4,,,,3,2,2,2,1,,,,11,4,5,5,2,,,,3,FT LEONARD WOOD,"65,473",US,11,4,1,2,2,2,2,1,1.8708309999999999
987,"1,639","2,103",11,68,2,1,1,33,492,92,3,2,10:30 AM,12:25 PM,1,8,,,,,3,10,,,,,,2,2,2,2,3,3,2,3,3,6,4,4,4,4,3,6,6,6,6,6,6,4,217,,,3,3,6,3,0,3,,,,4,,,,2,2,2,2,2,,,,11,0,4,0,2,,,,3,DALIAN,,CHINA,16,7,1,4,1,2,2,1,1.8708309999999999
"1,036","1,072","1,808",8,26,1,2,1,35,658,71,2,3,9:00 AM,11:30 AM,1,8,,,,,4,10,,,,,,1,2,1,2,3,4,2,3,2,2,4,4,4,4,4,4,5,5,4,4,5,3,,,,5,5,5,2,2,3,,,,3,,,,2,2,2,2,1,,,,5,5,5,1,2,,,,3,,,,99,5,1,0,2,2,2,1,0.89216700000000004
988,"1,640","2,103",11,68,2,1,1,33,492,92,3,2,9:30 AM,12:25 PM,2,8,,,,,8,10,,,,,,2,2,1,2,1,1,2,6,6,3,3,3,3,3,3,6,3,6,4,6,3,3,32,,,4,4,4,6,3,3,,,,3,,,,2,2,2,2,2,,,,5,4,4,3,2,,,,3,POPLAR BLUFF,"63,901",US,11,6,2,1,2,2,2,1,1.8708309999999999
989,"1,641","2,103",11,68,2,1,1,33,492,92,3,2,10:45 AM,12:25 PM,2,8,,,,,3,10,,,,,,1,1,2,2,1,1,2,3,6,4,4,4,4,6,6,6,6,6,6,6,6,4,,,,4,6,6,6,6,4,,,,4,,,,2,2,2,2,2,,,,11,6,5,4,2,,,,3,ROCKFORD,"61,108",US,11,3,1,1,2,2,2,1,1.8708309999999999
990,"1,642","2,103",11,68,2,1,1,33,492,92,3,2,10:45 AM,12:25 PM,3,8,,,,,1,10,,,,,1,0,0,0,0,0,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,6,6,5,5,5,,,,5,,,,2,2,2,2,2,,,,7,5,5,5,2,,,,1,SAN JOSE,"95,117",US,4,6,2,2,2,1,2,1,1.8708309999999999
991,"1,643","2,103",11,68,2,1,1,33,492,92,3,2,10:30 AM,12:25 PM,2,3,8,,,,2,10,,,,,,1,0,1,0,1,2,2,4,4,6,4,5,4,6,6,6,4,4,6,6,6,5,,,,5,6,6,5,4,5,,,,5,,,,2,2,2,2,2,,,,23,4,5,5,2,,,,3,SCOTT AFB,"62,225",US,11,3,2,2,2,2,2,1,1.8708309999999999
992,"1,644","2,103",11,68,2,1,1,33,492,92,3,2,10:00 AM,12:25 PM,3,8,,,,,2,10,,,,,,1,1,1,1,3,4,2,4,3,3,3,3,4,4,4,4,6,6,6,6,6,4,200,,,3,6,6,3,3,3,,,,4,24,,,1,1,3,0,1,4,,,6,3,4,4,2,,,,1,PACIFICA,"94,044",US,2,6,2,2,2,2,0,1,1.8708309999999999
993,"1,519","1,909",9,7,1,1,1,7,305,88,1,3,4:00 AM,11:05 AM,1,8,,,,,4,10,,,,,,2,2,2,2,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,4,4,4,4,4,4,,,,5,4,,,1,2,1,2,1,,,,5,0,4,4,2,,,,3,BELLVUE,"98,005",US,10,4,1,4,2,0,1,1,0.55367500000000003
994,"1,520","1,909",9,7,1,1,1,7,305,88,1,3,8:00 AM,11:05 AM,1,8,,,,,6,10,,,,,,1,1,1,1,2,4,2,3,2,3,4,4,4,3,3,4,4,3,3,3,3,4,215,,,4,4,4,4,3,4,,,,4,,,,1,2,2,2,1,,,,4,4,4,1,2,,,,3,YOKAHAMA,,JAPAN,16,5,1,4,1,1,2,1,0.55367500000000003
995,"1,521","1,909",9,7,1,1,1,7,305,88,1,3,8:30 AM,11:05 AM,2,3,8,,,,8,10,,,,,,1,0,0,0,0,2,2,6,3,3,3,4,3,3,3,2,3,6,0,0,0,3,223,,,4,4,4,4,3,3,,,,3,,,,2,2,2,2,1,,,,6,4,4,4,2,,,,3,SEATTLE,"98,027",US,10,6,1,3,1,0,1,1,0.55367500000000003
996,"1,522","1,909",9,7,1,1,1,7,305,88,1,3,9:00 AM,11:05 AM,3,8,,,,,4,10,,,,,,2,2,2,2,4,1,2,3,3,3,4,4,4,6,6,4,4,4,4,4,4,4,,,,4,4,4,4,4,4,,,,4,,,,1,2,2,2,1,,,,5,0,4,4,2,,,,1,SAN FRANCISCO,"94,114",US,1,3,2,3,2,1,1,1,0.55367500000000003
997,"1,523","1,909",9,7,1,1,1,7,305,88,1,3,8:00 AM,11:05 AM,2,8,,,,,7,10,,,,,,1,1,1,2,1,1,2,4,3,3,4,3,4,2,2,2,4,6,6,6,6,4,,,,5,6,6,3,3,4,,,,5,2,,,1,2,2,2,0,,,,31,4,4,4,2,,,,2,PLACERVILLE,"95,667",US,10,5,2,2,2,2,2,1,0.55367500000000003
998,"1,524","1,909",9,7,1,1,1,7,305,88,1,3,8:30 AM,11:05 AM,2,8,,,,,2,10,,,,,,1,2,2,1,3,4,2,2,2,3,4,4,4,2,2,4,3,2,6,6,6,4,242,,,3,6,6,4,4,4,,,,4,2,,,2,2,2,2,1,,,,6,5,4,3,2,,,,1,SOUTH SAN FRANCISCO,"94,080",US,2,3,2,3,1,2,2,1,0.55367500000000003
999,"1,525","1,909",9,7,1,1,1,7,305,88,1,3,8:30 AM,11:05 AM,2,8,,,,,7,10,,,,,,2,1,2,2,3,4,2,3,4,3,5,5,5,6,6,4,5,2,6,2,6,4,219,261,2,5,6,6,5,5,5,,,,5,,,,2,2,2,2,1,,,,5,5,5,2,1,26,,,1,NAPA,"94,558",US,9,7,2,4,2,2,1,1,0.55367500000000003
"1,000","1,526","1,909",9,7,1,1,1,7,305,88,1,3,8:30 AM,11:05 AM,1,8,,,,,16,10,,,,,,1,0,0,0,3,4,2,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,178,,,5,5,5,5,5,5,,,,5,,,,2,2,2,2,1,,,,3,5,1,0,1,9,,,1,BELVEDERE,"94,920",US,6,6,2,2,2,2,2,1,0.55367500000000003
"1,001","1,527","1,909",9,7,1,1,1,7,305,88,1,3,8:00 AM,11:05 AM,1,8,,,,,2,10,,,,,,1,0,1,0,2,4,2,6,3,3,4,4,4,6,6,6,6,6,6,6,6,4,,,,4,6,6,5,5,4,,,,5,,,,2,2,2,2,2,,,,12,5,5,5,2,,,,3,BONNEY LAKE,"98,391",US,10,4,2,4,2,1,2,1,0.55367500000000003
"1,002","1,528","1,909",9,7,1,1,1,7,305,88,1,3,8:30 AM,11:05 AM,3,8,,,,,5,10,,,,,,2,2,2,1,4,4,2,5,4,4,4,4,4,4,4,3,4,4,4,4,4,4,204,,,5,5,5,5,5,5,,,,5,,,,1,2,2,2,1,3,,,5,5,5,5,2,,,,1,SAN FRANCISCO,"94,109",US,1,5,1,4,2,2,1,1,0.55367500000000003
"1,003","1,529","1,909",9,7,1,1,1,7,305,88,1,3,8:15 AM,11:05 AM,1,8,,,,,8,10,,,,,,2,1,1,1,3,4,2,3,3,3,3,3,3,3,3,3,1,6,4,6,4,4,266,,,4,4,4,4,4,4,,,,4,,,,3,3,3,3,1,,,,12,3,4,4,2,,,,3,SEATTLE,,US,10,5,1,4,2,0,1,1,0.55367500000000003
"1,004","1,530","1,909",9,7,1,1,1,7,305,88,1,3,8:30 AM,11:05 AM,3,8,,,,,8,10,,,,,,1,1,2,2,1,3,2,0,6,5,5,5,5,6,6,6,6,0,5,0,5,5,,,,5,5,5,6,5,5,,,,5,,,,2,2,2,2,2,,,,6,5,5,5,2,,,,3,WHITEFISH,"59,937",US,10,4,2,2,2,2,1,1,0.55367500000000003
"1,005","1,531","1,909",9,7,1,1,1,7,305,88,1,3,N,11:05 AM,2,8,,,,,4,10,,,,,,1,1,1,1,1,1,2,3,2,3,3,2,3,0,3,3,3,6,5,6,4,4,,,,4,4,4,4,4,4,,,,4,,,,2,2,2,2,1,4,,,5,4,4,0,2,,,,3,VANCOUVER,,CANADA,13,5,2,2,2,2,2,1,0.55367500000000003
"1,006","1,532","1,909",9,7,1,1,1,7,305,88,1,3,8:10 AM,11:05 AM,2,3,8,,,,4,10,,,,,,1,1,1,1,1,1,2,6,3,3,4,4,6,6,6,2,3,6,5,6,5,5,,,,5,5,5,5,5,5,,,,4,,,,2,2,2,2,1,,,,5,4,4,4,1,9,,,3,VANCOUVER,,CANADA,13,5,1,1,2,2,2,1,0.55367500000000003
"1,007","1,533","1,909",9,7,1,1,1,7,305,88,1,3,8:45 AM,11:05 AM,2,8,,,,,1,10,,,,,3,2,2,1,2,4,1,2,6,4,6,4,4,4,6,6,6,4,3,6,4,4,4,,,,5,5,5,5,5,5,,,,5,,,,1,2,2,2,2,,,,5,4,4,4,2,,,,1,SAN FRANCISCO,,US,1,4,1,4,2,2,1,1,0.55367500000000003
"1,008","1,534","1,909",9,7,1,1,1,7,305,88,1,3,8:00 AM,11:05 AM,1,8,,,,,4,10,,,,,,2,2,1,2,4,4,2,3,3,3,2,4,4,4,4,5,4,4,6,6,6,4,,,,4,6,6,4,4,4,,,,3,5,,,2,2,2,2,1,,,,5,3,2,3,2,,,,3,WINTHROP,"98,862",US,10,4,1,4,2,2,2,1,0.55367500000000003
"1,009","1,535","1,909",9,7,1,1,1,7,305,88,1,3,8:45 AM,11:05 AM,3,8,,,,,2,10,,,,,,2,1,2,1,5,2,2,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,165,,,5,4,6,6,3,5,,,,5,5,,,2,1,2,2,1,,,,5,3,5,4,2,,,,1,SAN FRANCISCO,"94,109",US,1,3,0,4,2,1,1,1,0.55367500000000003
"1,010","1,536","1,909",9,7,1,1,1,7,305,88,1,3,8:00 AM,11:05 AM,2,8,,,,,8,10,,,,,,2,2,1,2,1,1,2,0,3,3,4,4,4,4,4,6,4,6,4,6,4,3,,,,4,4,4,4,4,4,,,,5,,,,2,2,2,2,2,,,,5,5,3,0,2,,,,3,OLYMPIA,"98,512",US,10,5,3,2,2,2,2,1,0.55367500000000003
"1,011","1,537","1,909",9,7,1,1,1,7,305,88,1,3,8:50 AM,11:05 AM,1,8,,,,,7,10,,,,,,2,2,2,2,2,1,2,3,6,4,3,4,3,6,6,6,3,6,6,6,6,4,,,,5,6,6,6,4,5,,,,4,,,,1,2,2,2,2,14,,,5,5,3,3,2,,,,3,ANCHORAGE,,US,10,4,2,3,2,2,1,1,0.55367500000000003
"1,012","1,538","1,909",9,7,1,1,1,7,305,88,1,3,7:00 AM,11:05 AM,3,8,,,,,4,10,,,,,,1,2,2,2,2,4,2,5,4,5,5,5,5,5,5,3,3,3,3,3,3,4,,,,4,4,4,4,4,4,,,,3,,,,1,2,2,2,2,,,,6,4,5,5,2,,,,1,PACIFICA,"94,044",US,2,5,2,1,2,2,2,1,0.55367500000000003
"1,013","1,539","1,909",9,7,1,1,1,7,305,88,1,3,9:00 AM,11:05 AM,3,8,,,,,2,10,,,,,,0,1,0,0,2,4,2,3,6,4,3,6,4,6,6,6,4,6,6,6,6,4,,,,4,6,6,6,4,4,,,,5,,,,2,2,2,2,2,,,,5,4,3,4,2,,,,3,OLYMPIA,"98,502",US,10,6,2,1,2,2,1,1,0.55367500000000003
"1,014","1,540","1,909",9,7,1,1,1,7,305,88,1,3,8:30 AM,11:05 AM,1,8,,,,,4,10,,,,,,2,1,1,2,3,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,910,,,4,6,6,4,3,4,,,,5,,,,2,2,2,2,2,,,,5,4,4,4,2,,,,3,NEW YORK CITY,"10,128",US,12,3,0,4,2,2,2,1,0.55367500000000003
"1,015","1,051","1,808",8,26,1,2,1,35,658,71,2,3,8:45 AM,11:30 AM,2,8,,,,,12,10,,,,,,1,2,2,2,2,4,1,4,4,6,4,4,4,6,6,6,6,6,6,6,6,4,907,,,4,6,6,6,6,4,,,,4,3,4,,2,2,2,2,2,,,,5,4,5,4,2,,,,3,SELBYVILLE,"19,975",US,12,7,2,2,2,2,2,1,0.89216700000000004
"1,016","1,052","1,808",8,26,1,2,1,35,658,71,2,3,9:10 AM,11:30 AM,5,8,,,,,6,10,,,,,,1,2,2,2,1,1,1,3,6,6,4,6,5,6,6,6,6,6,6,6,6,4,,,,4,6,6,6,4,4,,,,5,2,,,2,2,2,2,2,,,,1,3,5,4,2,,,,3,,,SCOTLAND,15,5,1,5,2,2,2,1,0.89216700000000004
"1,017","1,053","1,808",8,26,1,2,1,35,658,71,2,3,7:45 AM,11:30 AM,2,8,,,,,2,10,,,,,,1,1,2,1,1,4,1,3,6,6,5,6,6,6,6,4,2,4,6,6,6,3,201,,,5,6,6,6,5,4,,,,5,5,,,2,2,2,2,1,,,,24,4,5,5,1,39,,,2,WATSONVILLE,"95,076",US,10,2,1,1,2,2,2,1,0.89216700000000004
"1,018","1,054","1,808",8,26,1,2,1,35,658,71,2,3,9:05 AM,11:30 AM,3,8,,,,,12,10,,,,,,2,2,1,2,2,4,1,2,3,3,3,2,2,6,6,6,6,6,6,6,6,2,910,,,3,6,6,3,6,3,,,,4,5,,,2,2,2,2,2,,,,5,5,4,4,2,,,,3,SARASOTA,"34,242",US,12,6,1,0,2,1,1,1,0.89216700000000004
"1,019","1,055","1,808",8,26,1,2,1,35,658,71,2,3,9:00 AM,11:30 AM,3,8,,,,,2,10,,,,,,1,1,1,2,1,1,1,6,4,4,4,6,4,6,6,6,5,6,6,6,6,5,,,,4,6,6,6,5,5,,,,5,2,,,2,2,2,2,2,,,,1,4,5,5,2,,,,3,WEST NYACK,"10,994",US,12,2,1,2,2,2,2,1,0.89216700000000004
"1,020","1,056","1,808",8,26,1,2,1,35,658,71,2,3,9:20 AM,11:30 AM,2,8,,,,,3,10,,,,,,2,2,1,2,1,1,1,4,6,6,3,4,5,6,6,6,6,6,6,6,6,4,,,,4,6,6,6,4,4,,,,5,,,,2,2,2,2,2,,,,11,0,3,6,1,9,,,3,,,GERMANY,15,4,2,2,2,2,2,1,0.89216700000000004
"1,021","1,057","1,808",8,26,1,2,1,35,658,71,2,3,9:30 AM,11:30 AM,3,8,,,,,11,10,,,,,,1,2,1,2,3,4,1,6,3,6,4,4,4,6,6,6,6,6,6,6,6,4,2,,,3,6,6,6,4,4,,,,3,8,,,2,2,2,2,2,,,,3,4,5,5,2,,,,1,SAN ANSELMO,"94,950",US,6,6,2,4,2,2,1,1,0.89216700000000004
"1,022","1,058","1,808",8,26,1,2,1,35,658,71,2,3,8:40 AM,11:30 AM,6,8,,,,,2,10,,,,,,1,1,1,2,3,2,2,3,1,1,4,4,4,3,3,4,5,4,5,6,6,3,,,,2,6,6,2,2,2,,,,5,,,,1,2,1,2,1,,,,7,0,4,4,2,,,,1,SAN JOSE,"95,128",US,4,4,1,3,2,1,2,1,0.89216700000000004
"1,023","1,059","1,808",8,26,1,2,1,35,658,71,2,3,9:00 AM,11:30 AM,2,8,,,,,4,10,,,,,,1,1,1,2,1,1,2,0,5,5,5,5,5,6,6,6,4,6,5,6,5,5,,,,5,5,5,5,5,5,,,,4,,,,2,2,2,2,2,,,,5,4,5,4,2,,,,3,WILMINGTON,"19,805",US,12,4,2,3,2,2,2,1,0.89216700000000004
"1,024","1,060","1,808",8,26,1,2,1,35,658,71,2,3,10:30 AM,11:30 AM,3,8,,,,,2,10,,,,,,1,1,2,0,2,1,2,3,3,3,4,4,3,3,3,4,3,3,3,4,4,3,,,,5,4,4,3,4,0,,,,4,,,,2,2,2,1,0,,,,5,5,5,5,2,,,,1,MILPITAS,"95,035",US,4,7,2,1,1,1,1,1,0.89216700000000004
"1,025","1,061","1,808",8,26,1,2,1,35,658,71,2,3,9:30 AM,11:30 AM,2,8,,,,,2,10,,,,,,2,2,2,2,2,2,2,3,6,6,4,6,4,6,6,6,5,6,6,6,0,4,283,271,,5,6,6,6,5,5,,,,5,2,,,2,2,2,2,2,2,,,5,3,3,3,2,,,,3,WASHINGTON,,US,12,3,2,2,2,2,2,1,0.89216700000000004
"1,026","1,062","1,808",8,26,1,2,1,35,658,71,2,3,9:30 AM,11:30 AM,2,8,,,,,5,10,,,,,,2,2,2,2,2,1,2,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,,,,4,4,4,4,4,4,,,,4,,,,2,2,2,2,2,,,,6,3,5,5,2,,,,1,REDWOOD CITY,,US,2,7,1,1,2,0,0,1,0.89216700000000004
"1,027","1,063","1,808",8,26,1,2,1,35,658,71,2,3,9:00 AM,11:30 AM,2,8,,,,,11,10,,,,,,2,2,1,2,1,2,2,3,4,3,4,4,4,0,6,2,6,6,0,5,0,4,,,,4,6,6,4,4,4,,,,5,2,,,2,2,2,2,1,3,,,3,5,5,3,2,,,,3,SUDRURY,,CANADA,13,0,1,2,2,2,2,1,0.89216700000000004
"1,028","1,064","1,808",8,26,1,2,1,35,658,71,2,3,9:15 AM,11:30 AM,1,2,8,,,,7,10,,,,,,1,1,1,1,3,2,2,4,4,4,4,4,4,4,4,3,5,5,5,6,5,4,,,,4,4,4,4,4,4,,,,5,,,,2,2,2,2,1,,,,12,5,5,5,2,,,,3,LANDENBERG,"19,350",US,12,6,2,4,2,2,1,1,0.89216700000000004
"1,029","1,065","1,808",8,26,1,2,1,35,658,71,2,3,9:00 AM,11:30 AM,2,8,,,,,5,10,,,,,,1,1,2,2,1,1,2,2,3,3,5,5,4,5,5,6,6,6,6,6,6,4,20,,,4,5,6,3,4,4,,,,3,9,,,1,2,2,2,2,,,,5,4,5,0,2,,,,3,LEEDS,,ENGLAND,15,3,2,2,2,2,2,1,0.89216700000000004
"1,030","1,066","1,808",8,26,1,2,1,35,658,71,2,3,9:00 AM,11:30 AM,2,8,,,,,5,10,,,,,,1,1,2,2,1,0,2,2,3,3,4,4,4,4,4,6,6,6,5,6,6,3,20,,,5,5,6,4,4,4,,,,3,9,,,2,2,2,2,2,,,,5,5,5,5,2,,,,3,,,ENGLAND,15,4,2,1,2,2,2,1,0.89216700000000004
"1,031","1,067","1,808",8,26,1,2,1,35,658,71,2,3,9:00 AM,11:30 AM,3,8,,,,,8,10,,,,,,1,1,1,1,1,2,2,3,2,2,5,4,4,6,6,4,4,5,5,5,4,3,271,2,,4,5,5,3,4,4,,,,4,5,,,2,2,2,2,1,,,,3,4,4,5,1,9,,,3,MORTON,"19,070",US,12,3,2,4,2,2,2,1,0.89216700000000004
"1,032","1,068","1,808",8,26,1,2,1,35,658,71,2,3,8:30 AM,11:30 AM,2,8,,,,,7,10,,,,,,2,2,1,1,1,1,2,6,3,6,4,5,5,6,6,5,5,6,6,6,6,4,,,,5,6,6,5,4,5,,,,5,,,,2,2,2,2,2,,,,5,0,4,4,2,,,,3,VALLEY FORGE,"19,481",US,12,5,2,4,2,2,2,1,0.89216700000000004
"1,033","1,069","1,808",8,26,1,2,1,35,658,71,2,3,9:00 AM,11:30 AM,1,8,,,,,4,10,,,,,,1,1,2,2,1,1,2,3,3,4,5,5,5,5,5,5,5,6,6,6,5,4,900,,,5,4,4,4,4,4,,,,4,1,,,2,2,2,2,2,,,,7,5,5,5,2,,,,3,WESTCHESTER,"19,380",US,12,4,2,3,2,2,2,1,0.89216700000000004
"1,034","1,070","1,808",8,26,1,2,1,35,658,71,2,3,9:45 AM,11:30 AM,1,8,,,,,4,10,,,,,,2,1,1,1,5,4,2,3,3,3,4,3,3,3,3,4,2,3,3,6,3,3,35,,,4,3,3,3,3,3,,,,5,6,,,2,2,2,2,1,,,,6,5,4,1,1,4,,,1,BELMONT,"94,002",US,2,4,2,4,2,2,2,1,0.89216700000000004
"1,035","1,071","1,808",8,26,1,2,1,35,658,71,2,3,9:00 AM,11:30 AM,1,8,,,,,6,10,,,,,,1,0,1,2,3,4,2,3,3,4,4,4,4,2,4,5,6,6,6,6,6,3,,,,4,4,6,4,3,4,,,,4,,,,2,2,2,2,1,,,,7,4,5,5,2,,,,1,SUNNYVALE,"94,086",US,4,6,2,0,2,1,2,1,0.89216700000000004
"1,037","1,073","1,808",8,26,1,2,1,35,658,71,2,3,9:30 AM,11:30 AM,2,8,,,,,4,10,,,,,,1,2,2,1,2,4,2,6,4,6,5,4,5,6,6,5,5,6,6,6,6,4,,,,5,5,5,5,5,5,,,,5,,,,1,2,2,2,1,,,,7,5,5,5,2,,,,1,CUPERTINO,"95,014",US,4,7,1,3,2,1,2,1,0.89216700000000004
"1,038","1,896","2,601",16,98,2,3,1,3,986,9,8,4,12:45 PM,2:50 PM,4,8,,,,,3,10,,,,,,2,2,2,1,2,1,1,5,6,6,3,3,3,6,6,4,6,6,6,6,6,4,,,,5,6,6,6,5,5,,,,4,7,,,2,2,3,3,1,7,,,11,5,3,6,1,3,,,3,AMES,"50,010",US,11,3,2,0,2,2,2,1,0.59568900000000002
